content,datetime
"id xxxxxxxxxx
S.4
The wizard and clairvoyant Merlin is one of the central characters of the Breton cycle and of the literature on King Arthur. He was the architect of the Round Table; thanks to a spell of him Arthur was conceived; it was again he who brought Arthur up and led him to the throne.",2020-10-16 17:49:41
Global ?,2020-10-19 00:35:34
ID : xxxxxxxxxx. IDK about Merlin and Arthur. What i know is Atila is missing atm.,2020-10-16 10:39:50
According to literature Merlin the great mage guide and mold the kid of prophecy to be the king of the Camelot named Arthur Pendragon the Excalibur Holder.,2020-10-16 12:05:15
"Merlin is an advisor to Arthur. He gives him advice and watches over him, and ensures his success. There is little more to their relationship. Arthur and Merlin have a very close relationship, more like a father/son or grandfather/son. Really, though, their relationship is a bit different than a father and son, they are more like friends to each other than a father and a son would be. When Arthur gets older, Merlin becomes his advisor. At the end, when Arthur is very old, he sees Merlin in a dream. And I think that Merlin is the most important person in Arthur's life.",2020-10-16 13:37:09
"The Arthur thats this article is referring to is The King Arthur from the legends that slays the dragon with his sword Excalibur now from this legend we could now say that Merlin is the mage/magician that guided Arthur to ascend to his throne. Long story short Merlin was a teacher, tutor, or even a father to Merlin.",2020-10-16 13:19:38
"Merlin is a good immortal in the game and its told in the literature that there are more persons to be called merlin. 

The common suggestion is that merlin guides Arthur to Excalibur to slay a dragon but there are also stories to be told that merlin could be Arthur's son",2020-10-16 17:26:14
"xxxxxxxxxx
Norheim 1

When Uther fell in love with Gorlois’ wife, Igraine, Merlin helped the king, by transforming Uther to resemble Gorlois (duke of Cornwall). When Gorlois died, Uther married Igraine, but she was already pregnant.
According to the earlier authors about Arthur (Geoffrey of Monmouth, Wace and Layamon), apart from his involvement in the incident of Arthur’s conception and Merlin’s foretelling of the Britons defeating the Saxon with the help of the future king (Arthur), Merlin was never present during Arthur’s reign.

However, many later writers say that Merlin was involved in Arthur’s education. According to the French writer, Robert de Boron, at Arthur’s birth, Merlin gave the infant to Sir Antor (Malory called him Sir Ector) to raise the child in obscure fosterage. Antor was the father of Kay, later a knight who served as his foster brother’s seneschal.

When Uther died it was Merlin who informed the barons of Logres that only a person, who could draw the sword from the stone, would be the rightful king. Merlin was largely responsible for putting the crown on Arthur’s head. Some lords were discontent when only Arthur could draw the sword. Merlin was also involved with Arthur, providing strategy to win the war against the rebel barons. See Birth of Arthur (Vulgate version) and Kingship and Early Wars.

When Arthur broke this sword that had named him king in a fight with King Pellinor (Pellehen), Merlin brought Arthur to the lake where he received a new sword from the Lady of the Lake. This sword was the true Excalibur (see New Sword in Legend of Excalibur page). Merlin told the young king that the scabbard was better than the sword, because it would prevent him from bleeding from his wounds.

Later Morgan le Fay would steal the scabbard (see The Conspiracy of Morgan le Fay in Legend of Excalibur).

Merlin wasn’t only an adviser to Arthur. In the Didot Perceval, he aided Perceval in several adventures. In Suite du Merlin, Merlin had unsuccessfully tried to guide Sir Balin.

Merlin foretold of the greatness of Lancelot and Tristan, though Merlin had died shortly after Lancelot was born.",2020-10-16 15:18:17
Merlin was a great mage who guided Prince Arthur Pendragon son of Uther Pendragon. According to the legends Prince Arthur killed a dragon using a sword called Excalibur with the help of the great mage Merlin.,2020-10-16 20:27:49
"According to the legends Merlin was a mage who guided prince Arthur to ascend to his throne and to slay the dragon with the sword called ""Excalibur"".
Prince Arthur was the son of Uther Pendragon.",2020-10-16 19:50:15
Thanks for the advice sir 😌,2020-11-08 14:55:57
Thanks for the advice,2020-11-10 04:27:08
"How to get the gift throws. The codes?
xxxxxxxxxx",2020-11-10 04:29:18
"Wow, what a note to send me after being attacked! Been playing about 6 months, its been fun but ""infinity kingdom"" has no loyalty to its original servers or client's
 Sad very sad!all my time and commitment really wasted. 
Game treats you like a peasants not royalty
ID xxxxxxxxxx",2020-11-09 17:44:05
Thanks for advise we will wait for more tips useful like this in the future 😁,2020-11-09 17:32:19
"Good evening gentlemen Admin!

It was King Arthur at the beginning of his legendary reign, it is said that if it were not for Merlin, King Arthur would never have ruled Camelot so wisely ... Although that is only a legend of the reign since according to the Breton specialist Jean Markale :
Merlin is a multifaceted figure who personifies different archetypes of the Celtic mythical world; like the druid, the bard, the wild man, the shaman and the prophet.

The legend of Merlin comes from two fundamental historical sources: The Lailoken tradition and the story of Ambrose the Child.",2020-10-16 10:43:34
This game will be big!,2020-10-19 11:47:36
"ID : xxxxxxxxxx
SERVER : Norheim - 0004

Merlin is Arthurs tutor, Merlin foresaw and planned Arthur's birth many years before, and help Arthur towards his destiny to become King Arhur.",2020-10-17 13:36:17
Merlin in general was Arthur's tutor. With the death of Arthur's father Great Britain was left without a king. Merlin had buried a sword in a rock and on that sword it was written in gold letters that whoever managed to remove it would be king. Many tried but it was Arthur who withdrew.,2020-10-17 06:18:18
"IDxxxxxxxxxx
Authur could very likly be merlin's son it all fits in perfectly and the reason he isn't that old is because he has magic",2020-10-16 13:58:11
seems like merlin is arthur's master and has like a master/disciple relationship. Merlin helped arthur to race/get the throne! I do hope that the girls who charmed Merlin is not medb or zenobia kekek : D,2020-10-16 17:28:51
"Ive been subscribed to TPMM tabloid for a long time now and all I can say about Merlin my boy is he dem famous with girls maan! 🤣🤣 i idolize his mysterious character, confidence and magic mastery. I need to meet this guy I need to know his man secrets!! I cant read this paper for the rest of my life and do nothing!... unfortunately I refused his(merlin) offer to stay for dinner, claiming with a smile that ""Ladies are waiting for me""

xxxxxxxxxx
Norheim 4

Cheers devs wonderful story",2020-10-16 23:11:38
"Merlin was king Arthur’s most trusted advisor, prophet, magician, friend and fatherly figure.",2020-10-17 00:43:06
There can be many gossips about Merlin but I know one truth. So have you ever thought where all that magic comes from? Fortunately or unfortunately its from his father who was a demon. I said unfortunately because it makes Merlin a half-demon... Also fortunately because his spells helped Uther to sneak into queen Ygerne's room by shapeshifting to the kings look. Thats how Arthur's born. Merlin took care of him as a foster father until Arthur revealed his identity by drawing the kings sword from the anvil -or rock as you know- which's Excalibur itself. So we can easily say Merlin was as close to Arthur as any father could be to his son.,2020-10-17 05:44:17
"according to players.. you need top up merlin, and merlin is very powerful than aurthur",2020-10-16 13:22:19
